[-1, -20, 29, 18, 5, 3, 3, 7]
[47, 50, -2, 16, -1, 4, 15, 24]
[0, 47, 17, 12, 1, 1, -3, 5]
[2, -40, -12, -14, -1, 0, -8, -32]
[36, 3, -7, 36, 4, 5, 12, 43]
[47, -13, 1, 13, 3, 0, 17, 24]
[-7, 9, 2, -11, -3, 1, 10, 0]
[53, 26, 11, 30, 4, 1, 6, 11]
[-5, 23, 12, 8, 1, 2, 10, 4]
[-54, -31, 1, 9, -6, -3, -5, -7]
[-12, -6, 10, -15, 3, 1, -12, -15]
[-31, -3, -1, 1, 6, -9, -39, -23]
[-11, -10, -8, -1, -9, -6, -20, -26]
[5, 5, -8, -3, -4, -2, -19, -34]
[7, -29, -9, 30, 3, 0, 5, 24]
[-3, 44, 7, 3, -4, -2, 2, 7]
[-6, 14, -4, -7, -5, -5, -6, -7]
[-3, -6, -1, 6, 5, 2, 1, -3]
[7, 19, 35, 18, 5, 7, 41, 27]
[-2, 17, -14, -29, -9, 0, 72, 2]
[-21, -12, 71, 15, 4, -1, -9, -35]
[25, 15, -5, 63, 19, 9, 57, 62]
[7, -13, 18, -16, 9, 7, 18, 42]
[-41, -65, 40, 7, -20, -18, -75, -73]
[32, 2, -37, -81, 7, 14, 28, 56]
[-102, 17, 26, 8, 16, -10, -88, -120]
[-48, -90, -47, 16, -16, -8, -52, -25]
[-18, -26, -34, -43, 0, 2, 53, -40]
[28, 31, 6, 17, 6, 5, 24, -11]
[15, 47, 33, 3, 7, 4, -31, 6]
[1, -31, -78, -38, -1, -8, -22, 45]
[-14, 19, -95, -13, 2, 4, 6, -14]
[-6, -10, 21, -10, -9, -2, -17, -24]
[15, -9, 111, 67, 8, 4, 15, 26]
[6, 43, 85, 18, -4, -4, -2, -1]
[-8, -3, -34, 11, 0, -8, -8, -63]
[-2, -6, -8, -6, -2, 2, -5, 1]
[5, 21, 26, 78, 21, 4, 5, 9]
[10, 43, -29, -35, -3, 4, 2, -4]
[6, 10, 6, -4, -3, -1, 0, -3]
[-48, -17, 24, 12, -3, -10, -17, -40]
[-11, 29, 2, 5, -11, -4, 9, 31]
[-2, 15, -1, -18, 5, 3, -2, 10]
[5, -30, 20, 24, 4, -10, -41, -52]
[31, 36, 5, -22, -10, 9, 16, -14]
[-79, -9, 17, -34, 5, -2, -9, -13]
[13, 23, 12, 51, 3, 9, 22, 59]
[33, 2, 25, -7, -5, 2, 24, 1]
[15, 23, -39, -5, -3, 2, 0, -18]
[-48, -25, -27, -9, -4, -1, 7, 19]
[-14, -29, 5, 49, -6, -8, -9, 5]
[-4, -13, -4, -9, -14, -6, -8, -4]
[-15, 26, 16, -6, -8, -3, -22, -24]
[7, 11, -1, 4, 2, 1, -6, -11]
[-1, 29, 0, 11, 2, 3, 2, 2]
[13, 15, -8, 13, 0, 2, 3, -4]
[-23, 23, -3, 11, -1, -5, -12, -16]
[-10, 27, 1, 9, -2, -3, -7, -5]
[-13, -24, -15, -6, 1, -3, 4, -1]
[11, -21, 21, 8, 3, 5, -4, 3]
[-14, 1, -6, 16, 0, -3, -27, -16]
[22, 58, 66, 33, 7, 4, 14, 63]
[1, 16, -69, 26, 14, 19, 9, -1]
[-24, -12, -16, 3, -5, 4, -50, -64]
[18, -38, 4, 34, 3, 24, 89, -44]
[82, -26, 11, 97, 1, 2, -9, -73]
[21, 38, 59, 12, -3, 5, -39, 87]
[-45, -61, 79, 49, 10, -6, -25, 87]
[29, 21, 29, 85, 2, 6, -28, 48]
[26, 61, 3, 3, -13, -8, -32, 15]
[11, 51, -76, -68, -11, -4, -20, -9]
[-17, 4, 48, 31, 19, 7, -33, -35]
[11, -4, 35, -30, -1, -10, -59, -23]
[-18, 11, 58, 10, -2, -3, 25, -11]
[29, 18, 66, -5, 8, 4, -36, 42]
[-19, 3, 15, 31, -3, -2, 24, 31]
[-9, -14, 88, 6, -18, -5, -3, -24]
[-11, -14, -52, -30, -4, -1, 3, -4]
[-2, 4, -39, 1, -5, -4, -3, 19]
[-5, -11, -31, -18, -2, -4, 6, -9]
[21, 38, 35, 53, 0, 0, 0, 7]
[-16, 12, -9, 18, -2, 2, 2, -2]
[14, -34, -20, -26, 2, 5, 5, 10]
[16, -15, -31, -101, -9, -6, -6, 5]
[26, 26, -12, 25, 0, -2, 6, 12]
[6, -10, 16, -6, 12, 1, 1, 13]
[-13, -1, 11, 2, 2, 0, 8, -5]
[8, 14, 15, -63, -8, 3, 22, 19]
[-2, -58, 7, -34, -5, 5, 21, 16]
[5, -50, -11, -27, -4, 2, 22, 20]
[-5, -2, 8, -17, -1, -5, -5, 1]
[-3, -32, -21, 0, -6, -1, 1, -1]
[-4, -59, 4, -10, -8, 1, -1, -10]
[10, -3, 13, -10, 0, 1, 16, 33]
[0, -8, -1, 7, 2, -1, -10, -9]
[2, 62, -3, 3, 4, 1, -9, -14]
[1, 0, 1, -19, 7, 2, 5, -1]
[-15, -45, 7, 3, -8, -1, -11, -22]
[-1, -2, -2, 8, -4, 0, -1, -1]
[-6, 1, 3, 12, -2, -1, 3, 3]
[0, 63, 5, 1, -6, -1, -4, -8]
[-3, -3, -5, 20, 3, 0, -2, -14]
[-14, -24, -7, -2, -1, -3, 13, -7]
[-42, -19, 67, 11, -4, -11, -48, -66]
[-18, -19, -128, -40, -12, -70, -72, 83]
[36, 11, -74, 84, -9, -36, 8, 7]
[-45, 15, 84, 31, 8, 7, -128, 37]
[67, 81, 5, 13, 27, 20, 76, 37]
[57, 6, 73, -66, -23, 13, 122, -2]
[127, 26, 65, 33, 23, -3, 117, 17]
[-26, -29, -128, -78, -29, -7, -72, -5]
[-58, -16, -51, -84, -16, -17, -103, 34]
[-37, -43, 56, -43, -25, -16, -86, -67]
[-10, -72, -52, -22, -37, -18, -42, 11]
[18, 20, 88, 2, 6, 0, 17, 9]
[29, -11, -63, -38, -3, 5, 28, 23]
[23, -24, -31, -55, -4, 2, -9, 10]
[-1, 10, 54, 25, 7, 4, 16, 2]
[-64, -62, 18, -6, 1, -1, -17, -50]
[-3, 11, -2, 21, 7, 3, -1, 7]
[9, 5, -18, -11, -8, -3, -10, -4]
[4, 4, -2, -50, 4, 3, 4, 10]
[3, -3, -11, -4, -6, -3, -11, -13]
[7, 5, -25, -21, -2, -4, 0, 2]
[-15, 22, 1, 24, 2, -6, 1, 1]
[32, 82, 19, 25, 4, -1, 16, 31]
