[-8, -42, -16, 37, 5, 7, -5, -5]
[1, -23, 6, 23, 10, 5, 1, -2]
[0, -34, 5, -13, 3, 5, -1, -5]
[-3, -14, -2, -2, 11, 13, -4, 0]
[-8, -1, 85, 10, 1, -3, -10, -6]
[5, 7, 1, 3, 0, 5, 7, -1]
[4, 14, -3, -1, 5, 9, 18, 3]
[-2, -5, -2, 1, 0, -1, -3, -4]
[-4, -2, -3, 4, 0, 2, -3, -3]
[0, 5, 9, -10, 0, 2, 1, 0]
[2, 10, 11, 15, 2, 1, 2, 0]
[-2, -2, 56, 12, -4, -25, -25, -3]
[-3, -1, -28, -7, 2, -1, 0, -8]
[-20, 1, -97, -37, -13, -33, -65, -21]
[25, 4, 30, 11, 8, 16, -5, 3]
[35, 3, -2, -23, -3, -54, -26, 21]
[-31, -3, -32, 41, 12, 7, 3, 20]
[24, -7, 36, -3, -11, 11, 62, 26]
[-22, -9, 16, -24, -16, -10, -39, -16]
[7, 0, 36, -7, -3, -15, -26, 7]
[-10, 3, 11, -2, -16, -7, -20, -6]
[-3, -9, 25, 16, 4, -2, -5, -2]
[4, 1, 7, -20, -5, 6, -1, 0]
[-6, 1, -11, -4, 4, 2, -1, -4]
[-1, -2, -8, -28, -14, 0, -6, -4]
[-4, 5, -10, -21, 4, -3, 1, -1]
[6, -4, -26, -14, -14, 7, 7, 3]
[0, -7, -9, -16, -4, 0, 0, 0]
[0, -11, 22, 36, 10, -1, -2, 0]
[-2, -8, 44, 8, 10, -3, -5, 1]
[-3, -2, -12, -19, -6, 1, 1, -2]
[0, 4, -11, 1, -2, 0, 1, -1]
[-3, 2, -5, -7, -1, -1, -1, -3]
[0, -4, -2, -13, -8, -2, -2, -2]
[0, -6, 20, 13, -11, -4, 1, -2]
[-3, -4, 10, 9, 1, 1, -2, -3]
[-1, 2, -5, -3, 0, -2, -3, -3]
[-2, 0, -15, -10, 0, 0, 0, 0]
[-1, -3, 4, 10, -4, -1, -1, 0]
[-5, -1, -8, 1, -4, -6, -5, 0]
[-5, -1, -27, 1, -5, -3, -4, -4]
[0, 8, -8, 14, 5, 2, 2, -3]
[2, -6, -13, -14, 4, 3, 1, -2]
[22, 3, 42, -1, -6, -15, -6, -6]
[37, -2, 14, 37, 1, 20, 27, 6]
[8, -5, -12, -32, 7, -3, 10, -1]
